api_id,api_name,major_category,subcategory,cli_group,cli_command,command_path,status,coverage_status,safety_policy,method,path,required_body_fields,required_header_fields,canonical_code_option,notes
ka10101,업종코드 리스트,국내주식,종목정보,stocks,sector-codes,kiwoom stocks sector-codes,implemented,public,read,POST,/api/dostk/stkinfo,mrkt_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
ka10102,회원사 리스트,국내주식,종목정보,stocks,member-firms,kiwoom stocks member-firms,implemented,public,read,POST,/api/dostk/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
ka10131,기관외국인연속매매현황요청,국내주식,기관/외국인,investors,trend,kiwoom investors trend,implemented,public,read,POST,/api/dostk/frgnistt,dt;mrkt_tp;netslmt_tp;stk_inds_tp;amt_qty_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public investor trend command via explicit arguments.csv mapping.
ka10170,당일매매일지요청,국내주식,계좌,accounts,day-trading-log,kiwoom accounts day-trading-log,implemented,guarded,account_read,POST,/api/dostk/acnt,ottks_tp;ch_crd_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
ka10171,조건검색 목록조회,국내주식,조건검색,streams,conditions-list,kiwoom streams conditions-list,implemented,public,read,POST,/api/dostk/websocket,trnm,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping and package WebSocket client.
ka10172,조건검색 요청 일반,국내주식,조건검색,streams,conditions-search,kiwoom streams conditions-search,implemented,public,read,POST,/api/dostk/websocket,trnm;seq;search_type;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping and package WebSocket client.
ka10173,조건검색 요청 실시간,국내주식,조건검색,streams,conditions-subscribe,kiwoom streams conditions-subscribe,implemented,public,read,POST,/api/dostk/websocket,trnm;seq;search_type;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping and package WebSocket client.
ka10174,조건검색 실시간 해제,국내주식,조건검색,streams,conditions-unsubscribe,kiwoom streams conditions-unsubscribe,implemented,public,read,POST,/api/dostk/websocket,trnm;seq,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping and package WebSocket client.
ka20001,업종현재가요청,국내주식,업종,sectors,price,kiwoom sectors price,implemented,public,read,POST,/api/dostk/sect,mrkt_tp;inds_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka20002,업종별주가요청,국내주식,업종,sectors,stocks,kiwoom sectors stocks,implemented,public,read,POST,/api/dostk/sect,mrkt_tp;inds_cd;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka20003,전업종지수요청,국내주식,업종,sectors,indices,kiwoom sectors indices,implemented,public,read,POST,/api/dostk/sect,inds_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka20004,업종틱차트조회요청,국내주식,차트,candles,sector-tick,kiwoom candles sector-tick,implemented,public,read,POST,/api/dostk/chart,inds_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20005,업종분봉조회요청,국내주식,차트,candles,sector-minute,kiwoom candles sector-minute,implemented,public,read,POST,/api/dostk/chart,inds_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20006,업종일봉조회요청,국내주식,차트,candles,sector-daily,kiwoom candles sector-daily,implemented,public,read,POST,/api/dostk/chart,inds_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20007,업종주봉조회요청,국내주식,차트,candles,sector-weekly,kiwoom candles sector-weekly,implemented,public,read,POST,/api/dostk/chart,inds_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20008,업종월봉조회요청,국내주식,차트,candles,sector-monthly,kiwoom candles sector-monthly,implemented,public,read,POST,/api/dostk/chart,inds_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20009,업종현재가일별요청,국내주식,업종,sectors,daily,kiwoom sectors daily,implemented,public,read,POST,/api/dostk/sect,mrkt_tp;inds_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka20019,업종년봉조회요청,국내주식,차트,candles,sector-yearly,kiwoom candles sector-yearly,implemented,public,read,POST,/api/dostk/chart,inds_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public sector candle command via explicit arguments.csv mapping.
ka20068,대차거래추이요청(종목별),국내주식,대차거래,securities-lending,by-stock,kiwoom securities-lending by-stock,implemented,public,read,POST,/api/dostk/slb,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka30001,ELW가격급등락요청,국내주식,ELW,elws,price-move,kiwoom elws price-move,implemented,public,read,POST,/api/dostk/elw,flu_tp;tm_tp;tm;trde_qty_tp;isscomp_cd;bsis_aset_cd;rght_tp;lpcd;trde_end_elwskip,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30002,거래원별ELW순매매상위요청,국내주식,ELW,elws,broker-net,kiwoom elws broker-net,implemented,public,read,POST,/api/dostk/elw,isscomp_cd;trde_qty_tp;trde_tp;dt;trde_end_elwskip,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30003,ELWLP보유일별추이요청,국내주식,ELW,elws,balance,kiwoom elws balance,implemented,public,read,POST,/api/dostk/elw,bsis_aset_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka30004,ELW괴리율요청,국내주식,ELW,elws,divergence,kiwoom elws divergence,implemented,public,read,POST,/api/dostk/elw,isscomp_cd;bsis_aset_cd;rght_tp;lpcd;trde_end_elwskip,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30005,ELW조건검색요청,국내주식,ELW,elws,conditions,kiwoom elws conditions,implemented,public,read,POST,/api/dostk/elw,isscomp_cd;bsis_aset_cd;rght_tp;lpcd;sort_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka30009,ELW등락율순위요청,국내주식,ELW,elws,change-rank,kiwoom elws change-rank,implemented,public,read,POST,/api/dostk/elw,sort_tp;rght_tp;trde_end_skip,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30010,ELW잔량순위요청,국내주식,ELW,elws,balance-rank,kiwoom elws balance-rank,implemented,public,read,POST,/api/dostk/elw,sort_tp;rght_tp;trde_end_skip,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30011,ELW근접율요청,국내주식,ELW,elws,proximity,kiwoom elws proximity,implemented,public,read,POST,/api/dostk/elw,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka30012,ELW종목상세정보요청,국내주식,ELW,elws,details,kiwoom elws details,implemented,public,read,POST,/api/dostk/elw,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ELW command via explicit arguments.csv mapping.
ka40001,ETF수익율요청,국내주식,ETF,etfs,profit,kiwoom etfs profit,implemented,public,read,POST,/api/dostk/etf,stk_cd;etfobjt_idex_cd;dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka40002,ETF종목정보요청,국내주식,ETF,etfs,info,kiwoom etfs info,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka40003,ETF일별추이요청,국내주식,ETF,etfs,daily,kiwoom etfs daily,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka40004,ETF전체시세요청,국내주식,ETF,etfs,list,kiwoom etfs list,implemented,public,read,POST,/api/dostk/etf,txon_type;navpre;mngmcomp;txon_yn;trace_idex;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka40006,ETF시간대별추이요청,국내주식,ETF,etfs,intraday-trend,kiwoom etfs intraday-trend,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ETF command via explicit arguments.csv mapping.
ka40007,ETF시간대별체결요청,국내주식,ETF,etfs,intraday-fills,kiwoom etfs intraday-fills,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ETF command via explicit arguments.csv mapping.
ka40008,ETF일자별체결요청,국내주식,ETF,etfs,daily-fills,kiwoom etfs daily-fills,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ETF command via explicit arguments.csv mapping.
ka40009,ETF시간대별체결요청,국내주식,ETF,etfs,nav,kiwoom etfs nav,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ETF NAV command via explicit arguments.csv mapping.
ka40010,ETF시간대별추이요청,국내주식,ETF,etfs,foreign-trend,kiwoom etfs foreign-trend,implemented,public,read,POST,/api/dostk/etf,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public ETF foreign trend command via explicit arguments.csv mapping.
ka50010,금현물체결추이,국내주식,시세,quotes,gold-fills,kiwoom quotes gold-fills,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot quote command via explicit arguments.csv mapping.
ka50012,금현물일별추이,국내주식,시세,quotes,gold-daily,kiwoom quotes gold-daily,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd;base_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot quote command via explicit arguments.csv mapping.
ka50079,금현물틱차트조회요청,국내주식,차트,candles,gold-tick,kiwoom candles gold-tick,implemented,public,read,POST,/api/dostk/chart,stk_cd;tic_scope;upd_stkpc_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50080,금현물분봉차트조회요청,국내주식,차트,candles,gold-minute,kiwoom candles gold-minute,implemented,public,read,POST,/api/dostk/chart,stk_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50081,금현물일봉차트조회요청,국내주식,차트,candles,gold-daily,kiwoom candles gold-daily,implemented,public,read,POST,/api/dostk/chart,stk_cd;base_dt;upd_stkpc_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50082,금현물주봉차트조회요청,국내주식,차트,candles,gold-weekly,kiwoom candles gold-weekly,implemented,public,read,POST,/api/dostk/chart,stk_cd;base_dt;upd_stkpc_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50083,금현물월봉차트조회요청,국내주식,차트,candles,gold-monthly,kiwoom candles gold-monthly,implemented,public,read,POST,/api/dostk/chart,stk_cd;base_dt;upd_stkpc_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50087,금현물예상체결,국내주식,시세,quotes,gold-expected,kiwoom quotes gold-expected,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot quote command via explicit arguments.csv mapping.
ka50091,금현물당일틱차트조회요청,국내주식,차트,candles,gold-today-tick,kiwoom candles gold-today-tick,implemented,public,read,POST,/api/dostk/chart,stk_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50092,금현물당일분봉차트조회요청,국내주식,차트,candles,gold-today-minute,kiwoom candles gold-today-minute,implemented,public,read,POST,/api/dostk/chart,stk_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold candle command via explicit arguments.csv mapping.
ka50100,금현물 시세정보,국내주식,시세,quotes,gold-price,kiwoom quotes gold-price,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot quote command via explicit arguments.csv mapping.
ka50101,금현물 호가,국내주식,시세,orderbooks,gold,kiwoom orderbooks gold,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd;tic_scope,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot orderbook command via explicit arguments.csv mapping.
ka52301,금현물투자자현황,국내주식,기관/외국인,investors,gold-status,kiwoom investors gold-status,implemented,public,read,POST,/api/dostk/frgnistt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented public gold spot investor status command.
ka90001,테마그룹별요청,국내주식,테마,themes,lookup,kiwoom themes lookup,implemented,public,read,POST,/api/dostk/thme,qry_tp;date_tp;flu_pl_amt_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka90002,테마구성종목요청,국내주식,테마,themes,by-stock,kiwoom themes by-stock,implemented,public,read,POST,/api/dostk/thme,thema_grp_cd;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka90003,프로그램순매수상위50요청,국내주식,종목정보,stocks,program-net-top,kiwoom stocks program-net-top,implemented,public,read,POST,/api/dostk/stkinfo,trde_upper_tp;amt_qty_tp;mrkt_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
ka90004,종목별프로그램매매현황요청,국내주식,종목정보,stocks,program-by-stock,kiwoom stocks program-by-stock,implemented,public,read,POST,/api/dostk/stkinfo,dt;mrkt_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
ka90005,프로그램매매추이요청 시간대별,국내주식,시세,quotes,program-time,kiwoom quotes program-time,implemented,public,read,POST,/api/dostk/mrkcond,date;amt_qty_tp;mrkt_tp;min_tic_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit quotes read command; request fields are mapped in arguments.csv.
ka90006,프로그램매매차익잔고추이요청,국내주식,시세,quotes,balance,kiwoom quotes balance,implemented,public,read,POST,/api/dostk/mrkcond,date;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka90007,프로그램매매누적추이요청,국내주식,시세,quotes,program-cumulative,kiwoom quotes program-cumulative,implemented,public,read,POST,/api/dostk/mrkcond,date;amt_qty_tp;mrkt_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit quotes read command; request fields are mapped in arguments.csv.
ka90008,종목시간별프로그램매매추이요청,국내주식,시세,quotes,program-by-stock,kiwoom quotes program-by-stock,implemented,public,read,POST,/api/dostk/mrkcond,amt_qty_tp;stk_cd;date,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit quotes read command; request fields are mapped in arguments.csv.
ka90009,외국인기관매매상위요청,국내주식,순위정보,rankings,foreign-institution-trades,kiwoom rankings foreign-institution-trades,implemented,public,read,POST,/api/dostk/rkinfo,mrkt_tp;amt_qty_tp;qry_dt_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping; overseas rankings remain TODO until overseas runtime is verified.
ka90010,프로그램매매추이요청 일자별,국내주식,시세,quotes,program-daily,kiwoom quotes program-daily,implemented,public,read,POST,/api/dostk/mrkcond,date;amt_qty_tp;mrkt_tp;min_tic_tp;stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit quotes read command; request fields are mapped in arguments.csv.
ka90012,대차거래내역요청,국내주식,대차거래,securities-lending,lookup,kiwoom securities-lending lookup,implemented,public,read,POST,/api/dostk/slb,dt;mrkt_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping.
ka90013,종목일별프로그램매매추이요청,국내주식,시세,quotes,stock-program-daily,kiwoom quotes stock-program-daily,implemented,public,read,POST,/api/dostk/mrkcond,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit quotes read command; request fields are mapped in arguments.csv.
kt00001,예수금상세현황요청,국내주식,계좌,accounts,cash,kiwoom accounts cash,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded account read command via explicit arguments.csv mapping.
kt00002,일별추정예탁자산현황요청,국내주식,계좌,accounts,estimated-assets-daily,kiwoom accounts estimated-assets-daily,implemented,guarded,account_read,POST,/api/dostk/acnt,start_dt;end_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00003,추정자산조회요청,국내주식,계좌,accounts,assets,kiwoom accounts assets,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded account read command via explicit arguments.csv mapping.
kt00004,계좌평가현황요청,국내주식,계좌,accounts,valuation,kiwoom accounts valuation,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp;dmst_stex_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded account read command via explicit arguments.csv mapping.
kt00005,체결잔고요청,국내주식,계좌,accounts,fill-balance,kiwoom accounts fill-balance,implemented,guarded,account_read,POST,/api/dostk/acnt,dmst_stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00007,계좌별주문체결내역상세요청,국내주식,계좌,accounts,order-fill-detail,kiwoom accounts order-fill-detail,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp;stk_bond_tp;sell_tp;dmst_stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00008,계좌별익일결제예정내역요청,국내주식,계좌,accounts,next-settlement,kiwoom accounts next-settlement,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00009,계좌별주문체결현황요청,국내주식,계좌,accounts,order-fill-status,kiwoom accounts order-fill-status,implemented,guarded,account_read,POST,/api/dostk/acnt,stk_bond_tp;mrkt_tp;sell_tp;qry_tp;dmst_stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00010,주문인출가능금액요청,국내주식,계좌,orders,chance,kiwoom orders chance,implemented,guarded,account_read,POST,/api/dostk/acnt,stk_cd;trde_tp;uv,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded order precheck command via explicit arguments.csv mapping.
kt00011,증거금율별주문가능수량조회요청,국내주식,계좌,orders,margin,kiwoom orders margin,implemented,guarded,account_read,POST,/api/dostk/acnt,stk_cd,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded order precheck command via explicit arguments.csv mapping.
kt00012,신용보증금율별주문가능수량조회요청,국내주식,계좌,accounts,credit-margin,kiwoom accounts credit-margin,implemented,guarded,account_read,POST,/api/dostk/acnt,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00013,증거금세부내역조회요청,국내주식,계좌,accounts,margin-details,kiwoom accounts margin-details,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00015,위탁종합거래내역요청,국내주식,계좌,accounts,transaction-history,kiwoom accounts transaction-history,implemented,guarded,account_read,POST,/api/dostk/acnt,strt_dt;end_dt;tp;gds_tp;dmst_stex_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00016,일별계좌수익률상세현황요청,국내주식,계좌,accounts,daily-return-detail,kiwoom accounts daily-return-detail,implemented,guarded,account_read,POST,/api/dostk/acnt,fr_dt;to_dt,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00017,계좌별당일현황요청,국내주식,계좌,accounts,today-status,kiwoom accounts today-status,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt00018,계좌평가잔고내역요청,국내주식,계좌,accounts,holdings,kiwoom accounts holdings,implemented,guarded,account_read,POST,/api/dostk/acnt,qry_tp;dmst_stex_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented guarded account read command via explicit arguments.csv mapping.
kt10000,주식 매수주문,국내주식,주문,orders,buy,kiwoom orders buy,implemented,guarded,order_write,POST,/api/dostk/ordr,dmst_stex_tp;stk_cd;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10001,주식 매도주문,국내주식,주문,orders,sell,kiwoom orders sell,implemented,guarded,order_write,POST,/api/dostk/ordr,dmst_stex_tp;stk_cd;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10002,주식 정정주문,국내주식,주문,orders,modify,kiwoom orders modify,implemented,guarded,order_write,POST,/api/dostk/ordr,dmst_stex_tp;orig_ord_no;stk_cd;mdfy_qty;mdfy_uv,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10003,주식 취소주문,국내주식,주문,orders,cancel,kiwoom orders cancel,implemented,guarded,order_write,POST,/api/dostk/ordr,dmst_stex_tp;orig_ord_no;stk_cd;cncl_qty,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10006,신용 매수주문,국내주식,신용주문,orders,credit-buy,kiwoom orders credit-buy,implemented,guarded,order_write,POST,/api/dostk/crdordr,dmst_stex_tp;stk_cd;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10007,신용 매도주문,국내주식,신용주문,orders,credit-sell,kiwoom orders credit-sell,implemented,guarded,order_write,POST,/api/dostk/crdordr,dmst_stex_tp;stk_cd;ord_qty;trde_tp;crd_deal_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10008,신용 정정주문,국내주식,신용주문,orders,credit-modify,kiwoom orders credit-modify,implemented,guarded,order_write,POST,/api/dostk/crdordr,dmst_stex_tp;orig_ord_no;stk_cd;mdfy_qty;mdfy_uv,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt10009,신용 취소주문,국내주식,신용주문,orders,credit-cancel,kiwoom orders credit-cancel,implemented,guarded,order_write,POST,/api/dostk/crdordr,dmst_stex_tp;orig_ord_no;stk_cd;cncl_qty,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt20016,신용융자 가능종목요청,국내주식,종목정보,stocks,credit-loanable,kiwoom stocks credit-loanable,implemented,public,read,POST,/api/dostk/stkinfo,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
kt20017,신용융자 가능문의,국내주식,종목정보,stocks,credit-loanable-check,kiwoom stocks credit-loanable-check,implemented,public,read,POST,/api/dostk/stkinfo,stk_cd,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented as an explicit stocks read command; request fields are mapped in arguments.csv.
kt50000,금현물 매수주문,국내주식,주문,orders,gold-buy,kiwoom orders gold-buy,implemented,guarded,order_write,POST,/api/dostk/ordr,stk_cd;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt50001,금현물 매도주문,국내주식,주문,orders,gold-sell,kiwoom orders gold-sell,implemented,guarded,order_write,POST,/api/dostk/ordr,stk_cd;ord_qty;trde_tp,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt50002,금현물 정정주문,국내주식,주문,orders,gold-modify,kiwoom orders gold-modify,implemented,guarded,order_write,POST,/api/dostk/ordr,stk_cd;orig_ord_no;mdfy_qty;mdfy_uv,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt50003,금현물 취소주문,국내주식,주문,orders,gold-cancel,kiwoom orders gold-cancel,implemented,guarded,order_write,POST,/api/dostk/ordr,orig_ord_no;stk_cd;cncl_qty,api-id;authorization,--account when account scoped; --code when instrument scoped,Implemented order_write command via explicit arguments.csv mapping; submits to the real endpoint only with --confirm, otherwise returns a not-submitted preview.
kt50020,금현물 잔고확인,국내주식,계좌,accounts,gold-balance,kiwoom accounts gold-balance,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt50021,금현물 예수금,국내주식,계좌,accounts,gold-cash,kiwoom accounts gold-cash,implemented,guarded,account_read,POST,/api/dostk/acnt,,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
kt50030,금현물 주문체결전체조회,국내주식,계좌,accounts,gold-all-order-fills,kiwoom accounts gold-all-order-fills,implemented,guarded,account_read,POST,/api/dostk/acnt,ord_dt;mrkt_deal_tp;stk_bond_tp;slby_tp,api-id;authorization,--code when a code/symbol/sector/theme is required,Implemented via explicit arguments.csv mapping with account_read redaction; overseas accounts remain TODO until overseas runtime is verified.
